BUPR_LECZinSum,County,State,CountyStat,FIPS_5digi
335248.0,Massachusetts,25,Plymouth County,25023
259895.0,Massachusetts,25,Suffolk County,25025
224017.0,New Hampshire,33,Rockingham County,33015
88538.0,New Hampshire,33,Strafford County,33017
62333.0,New Jersey,34,Atlantic County,34001
962780.0,New Jersey,34,Bergen County,34003
246275.0,New Jersey,34,Burlington County,34005
271329.0,New Jersey,34,Camden County,34007
3632.0,New Jersey,34,Cape May County,34009
99160.0,New Jersey,34,Cumberland County,34011
294922.0,New Jersey,34,Essex County,34013
169050.0,New Jersey,34,Gloucester County,34015
50680.0,New Jersey,34,Hudson County,34017
433198.0,New Jersey,34,Mercer County,34021
182294.0,New Jersey,34,Middlesex County,34023
305667.0,New Jersey,34,Monmouth County,34025
138848.0,New Jersey,34,Ocean County,34029
187021.0,New Jersey,34,Passaic County,34031
20581.0,New Jersey,34,Salem County,34033
196318.0,New Jersey,34,Somerset County,34035
499597.0,New Jersey,34,Union County,34039
133329.0,New York,36,Albany County,36001
157054.0,New York,36,Bronx County,36005
54581.0,New York,36,Columbia County,36021
188478.0,New York,36,Dutchess County,36027
51348.0,New York,36,Greene County,36039
446652.0,New York,36,Kings County,36047
281356.0,New York,36,Nassau County,36059
327685.0,New York,36,New York County,36061
245365.0,New York,36,Orange County,36071
148154.0,New York,36,Putnam County,36079
735382.0,New York,36,Queens County,36081
105205.0,New York,36,Rensselaer County,36083
201735.0,New York,36,Richmond County,36085
166845.0,New York,36,Rockland County,36087
160862.0,New York,36,Saratoga County,36091
338393.0,New York,36,Suffolk County,36103
143518.0,New York,36,Ulster County,36111
228688.0,New York,36,Westchester County,36119
237709.0,Pennsylvania,42,Bucks County,42017
310606.0,Pennsylvania,42,Delaware County,42045
967518.0,Pennsylvania,42,Philadelphia County,42101
15882.0,Rhode Island,44,Bristol County,44001
106112.0,Rhode Island,44,Kent County,44003
49072.0,Rhode Island,44,Newport County,44005
174992.0,Rhode Island,44,Providence County,44007
89281.0,Rhode Island,44,Washington County,44009
8.0,Virginia,51,Accomack County,51001
115392.0,Virginia,51,Arlington County,51013
24100.0,Virginia,51,Caroline County,51033
6967.0,Virginia,51,Charles City County,51036
249965.0,Virginia,51,Chesterfield County,51041
12758.0,Virginia,51,Essex County,51057
642285.0,Virginia,51,Fairfax County,51059
19135.0,Virginia,51,Gloucester County,51073
85095.0,Virginia,51,Hanover County,51085
208866.0,Virginia,51,Henrico County,51087
19115.0,Virginia,51,Isle of Wight County,51093
54894.0,Virginia,51,James City County,51095
12122.0,Virginia,51,King and Queen County,51097
11684.0,Virginia,51,King George County,51099
11533.0,Virginia,51,King William County,51101
5392.0,Virginia,51,Lancaster County,51103
,Virginia,51,Mathews County,51115
4812.0,Virginia,51,Middlesex County,51119
10345.0,Virginia,51,New Kent County,51127
3526.0,Virginia,51,Northampton County,51131
62.0,Virginia,51,Northumberland County,51133
13229.0,Virginia,51,Prince George County,51149
265874.0,Virginia,51,Prince William County,51153
4788.0,Virginia,51,Richmond County,51159
9049.0,Virginia,51,Southampton County,51175
106693.0,Virginia,51,Spotsylvania County,51177
95393.0,Virginia,51,Stafford County,51179
1.0,Virginia,51,Surry County,51181
8009.0,Virginia,51,Westmoreland County,51193
24595.0,Virginia,51,York County,51199
134107.0,Virginia,51,Alexandria City,51510
16760.0,Virginia,51,Chesapeake City,51550
29.0,Virginia,51,Colonial Heights City,51570
2522.0,Virginia,51,Franklin City,51620
3219.0,Virginia,51,Fredericksburg City,51630
1434.0,Virginia,51,Hampton City,51650
7540.0,Virginia,51,Hopewell City,51670
70432.0,Virginia,51,Newport News City,51700
1664.0,Virginia,51,Norfolk City,51710
14774.0,Virginia,51,Petersburg City,51730
326.0,Virginia,51,Portsmouth City,51740
134307.0,Virginia,51,Richmond City,51760
33198.0,Virginia,51,Suffolk City,51800
17103.0,Virginia,51,Virginia Beach City,51810
2174.0,Virginia,51,Williamsburg City,51830
2171.0,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
,Louisiana,22,Ascension Parish,22005
,Louisiana,22,Assumption Parish,22007
264.0,Louisiana,22,Beauregard Parish,22011
53.0,Louisiana,22,Calcasieu Parish,22019
15.0,Louisiana,22,Cameron Parish,22023
55424.0,Louisiana,22,East Baton Rouge Parish,22033
86.0,Louisiana,22,Iberia Parish,22045
,Louisiana,22,Iberville Parish,22047
,Louisiana,22,Jefferson Parish,22051
,Louisiana,22,Jefferson Davis Parish,22053
140787.0,Louisiana,22,Lafayette Parish,22055
,Louisiana,22,Lafourche Parish,22057
76.0,Louisiana,22,Livingston Parish,22063
1405.0,Louisiana,22,Orleans Parish,22071
6.0,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
,Louisiana,22,St. Bernard Parish,22087
19.0,Louisiana,22,St. Charles Parish,22089
88.0,Louisiana,22,St. James Parish,22093
,Louisiana,22,St. John the Baptist Parish,22095
13693.0,Louisiana,22,St. Landry Parish,22097
6771.0,Louisiana,22,St. Martin Parish,22099
,Louisiana,22,St. Mary Parish,22101
39307.0,Louisiana,22,St. Tammany Parish,22103
58676.0,Louisiana,22,Tangipahoa Parish,22105
,Louisiana,22,Terrebonne Parish,22109
,Louisiana,22,Vermilion Parish,22113
318.0,Louisiana,22,West Baton Rouge Parish,22121
4809.0,Texas,48,Aransas County,48007
167767.0,Texas,48,Brazoria County,48039
817.0,Texas,48,Calhoun County,48057
141515.0,Texas,48,Cameron County,48061
3264.0,Texas,48,Chambers County,48071
25618.0,Texas,48,Galveston County,48167
47928.0,Texas,48,Hardin County,48199
1119371.0,Texas,48,Harris County,48201
8606.0,Texas,48,Jackson County,48239
12600.0,Texas,48,Jasper County,48241
33100.0,Texas,48,Jefferson County,48245
94.0,Texas,48,Kenedy County,48261
17662.0,Texas,48,Kleberg County,48273
49475.0,Texas,48,Liberty County,48291
16123.0,Texas,48,Matagorda County,48321
2313.0,Texas,48,Newton County,48351
132752.0,Texas,48,Nueces County,48355
2990.0,Texas,48,Orange County,48361
6107.0,Texas,48,Refugio County,48391
9520.0,Texas,48,San Patricio County,48409
57725.0,Texas,48,Victoria County,48469
10340.0,Texas,48,Willacy County,48489
